time,joy_delta,joy_speed,lqg_delta,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
10.029,0.0,0.0,-0.148,1.496,-0.117,0.003,0.027,0.0,-0.116,0.035,0.157,0.11,-2.706,-0.0,0.1,0.0
10.083,0.0,0.0,-0.157,1.454,-0.116,0.0,-0.0,-0.534,-0.114,0.039,0.169,0.123,-2.683,-0.0,0.1,0.0
10.144,0.0,0.0,-0.184,1.333,-0.116,0.0,-0.0,0.0,-0.115,0.043,0.185,0.136,-2.712,-0.0,0.1,0.0
10.193,0.0,0.0,-0.214,1.199,-0.12,0.006,0.062,1.232,-0.12,0.044,0.2,0.14,-2.691,-0.0,0.1,0.0
10.251,0.0,0.0,-0.231,1.125,-0.12,0.006,0.062,0.0,-0.118,0.049,0.223,0.154,-2.698,-0.0,0.1,0.0
10.312,0.0,0.0,-0.274,0.929,-0.118,0.003,0.027,-0.688,-0.116,0.059,0.263,0.185,-2.693,-0.0,0.1,0.0
10.383,0.0,0.0,-0.35,0.587,-0.118,0.003,0.027,0.0,-0.116,0.074,0.324,0.233,-2.684,-0.0,0.1,0.0
10.443,0.0,0.0,-0.466,0.363,-0.119,0.007,0.072,0.889,-0.116,0.095,0.42,0.303,-2.706,-0.0,0.1,0.0
10.468,0.0,0.0,-0.642,0.363,-0.118,0.003,0.027,-0.899,-0.112,0.156,0.673,0.503,-2.684,-0.0,0.1,0.0
10.558,0.0,0.0,-1.122,0.363,-0.118,0.003,0.027,0.0,-0.102,0.442,1.87,1.444,-2.687,-0.0,0.1,0.0
10.591,0.0,0.0,-3.378,0.363,-0.119,0.003,0.027,0.009,-0.138,-0.506,-2.098,-1.674,-2.668,-0.0,0.1,0.0
10.636,0.0,0.0,4.106,0.363,-0.119,0.003,0.027,0.0,-0.125,-0.16,-0.649,-0.535,-2.674,-0.0,0.1,0.0
10.669,0.0,0.0,1.373,0.363,-0.118,-0.0,-0.004,-0.633,-0.121,-0.097,-0.393,-0.328,-2.66,-0.0,0.1,0.0
10.696,0.0,0.0,0.883,0.363,-0.118,-0.0,-0.004,0.0,-0.12,-0.071,-0.285,-0.24,-2.655,-0.0,0.1,0.0
10.754,0.0,0.0,0.679,0.363,-0.118,-0.0,-0.004,0.0,-0.12,-0.056,-0.226,-0.191,-2.642,-0.0,0.1,0.0
10.796,0.0,0.0,0.566,0.363,-0.12,-0.001,-0.009,-0.09,-0.123,-0.048,-0.191,-0.162,-2.655,-0.0,0.1,0.0
10.892,0.0,0.0,0.502,0.363,-0.119,0.001,0.013,0.448,-0.12,-0.041,-0.163,-0.139,-2.653,-0.0,0.1,0.0
10.923,0.0,0.0,0.447,0.363,-0.119,0.001,0.013,0.0,-0.121,-0.036,-0.144,-0.124,-2.672,-0.0,0.1,0.0
10.991,0.0,0.0,0.411,0.363,-0.117,0.0,-0.0,-0.268,-0.118,-0.033,-0.131,-0.111,-2.662,-0.0,0.1,0.0
11.015,0.0,0.0,0.382,0.445,-0.117,0.0,-0.0,0.0,-0.119,-0.03,-0.122,-0.103,-2.672,-0.0,0.1,0.0
11.098,0.0,0.0,0.366,0.518,-0.118,0.0,-0.0,0.0,-0.119,-0.029,-0.115,-0.097,-2.655,-0.0,0.1,0.0
11.15,0.0,0.0,0.353,0.576,-0.118,0.0,-0.0,0.0,-0.119,-0.027,-0.111,-0.092,-2.663,-0.0,0.1,0.0
11.174,0.0,0.0,0.343,0.621,-0.115,0.009,0.093,1.856,-0.115,-0.026,-0.101,-0.092,-2.652,-0.0,0.1,0.0
11.206,0.0,0.0,0.325,0.702,-0.115,0.009,0.093,0.0,-0.116,-0.027,-0.094,-0.097,-2.642,-0.0,0.1,0.0
11.275,0.0,0.0,0.321,0.72,-0.116,0.004,0.04,-1.059,-0.117,-0.027,-0.092,-0.097,-2.631,-0.0,0.1,0.0
11.348,0.0,0.0,0.32,0.724,-0.116,0.004,0.04,0.0,-0.117,-0.027,-0.092,-0.098,-2.668,-0.0,0.1,0.0
11.395,0.0,0.0,0.32,0.723,-0.117,0.006,0.058,0.366,-0.119,-0.028,-0.094,-0.103,-2.65,-0.0,0.1,0.0
11.475,0.0,0.0,0.328,0.689,-0.117,0.006,0.058,0.0,-0.118,-0.029,-0.097,-0.108,-2.657,-0.0,0.1,0.0
11.525,0.0,0.0,0.334,0.661,-0.119,0.001,0.014,-0.892,-0.121,-0.03,-0.102,-0.111,-2.673,-0.0,0.1,0.0
11.575,0.0,0.0,0.347,0.602,-0.118,0.0,-0.0,-0.271,-0.119,-0.03,-0.109,-0.111,-2.647,-0.0,0.1,0.0
11.619,0.0,0.0,0.352,0.577,-0.118,0.0,-0.0,0.0,-0.12,-0.032,-0.117,-0.114,-2.663,-0.0,0.1,0.0
11.67,0.0,0.0,0.367,0.511,-0.116,-0.0,-0.004,-0.09,-0.117,-0.033,-0.127,-0.116,-2.65,-0.0,0.1,0.0
11.709,0.0,0.0,0.378,0.46,-0.116,-0.0,-0.004,0.0,-0.118,-0.036,-0.141,-0.125,-2.66,-0.0,0.1,0.0
11.799,0.0,0.0,0.405,0.363,-0.115,-0.0,-0.004,0.0,-0.116,-0.04,-0.16,-0.136,-2.646,-0.0,0.1,0.0
11.838,0.0,0.0,0.435,0.363,-0.115,-0.0,-0.004,0.0,-0.117,-0.046,-0.187,-0.155,-2.662,-0.0,0.1,0.0
11.869,0.0,0.0,0.485,0.363,-0.117,-0.0,-0.004,0.0,-0.12,-0.056,-0.228,-0.187,-2.657,-0.0,0.1,0.0
11.914,0.0,0.0,0.565,0.363,-0.117,-0.0,-0.004,0.0,-0.119,-0.071,-0.295,-0.237,-2.669,-0.0,0.1,0.0
11.979,0.0,0.0,0.689,0.363,-0.117,-0.0,-0.004,0.0,-0.121,-0.103,-0.426,-0.339,-2.657,-0.0,0.1,0.0
12.011,0.0,0.0,0.936,0.363,-0.121,0.006,0.058,1.253,-0.129,-0.205,-0.846,-0.678,-2.677,-0.0,0.1,0.0
12.087,0.0,0.0,1.739,0.363,-0.118,0.003,0.031,-0.539,-0.174,-1.566,-6.549,-5.158,-2.671,-0.0,0.1,0.0
12.171,0.0,0.0,12.486,0.363,-0.118,0.003,0.031,0.0,-0.108,0.288,1.217,0.941,-2.682,-0.0,0.1,0.0
12.211,0.0,0.0,-2.153,0.363,-0.117,0.0,-0.0,-0.624,-0.111,0.132,0.559,0.427,-2.69,-0.0,0.1,0.0
12.251,0.0,0.0,-0.917,0.363,-0.117,-0.006,-0.057,-1.149,-0.114,0.081,0.343,0.266,-2.668,-0.0,0.1,0.0
12.296,0.0,0.0,-0.515,0.363,-0.117,-0.006,-0.057,0.0,-0.115,0.058,0.24,0.193,-2.69,-0.0,0.1,0.0
12.346,0.0,0.0,-0.327,0.693,-0.117,-0.006,-0.057,0.0,-0.115,0.045,0.181,0.152,-2.698,-0.0,0.1,0.0
12.406,0.0,0.0,-0.218,1.18,-0.12,0.004,0.036,1.871,-0.12,0.038,0.161,0.128,-2.697,-0.0,0.1,0.0
12.476,0.0,0.0,-0.169,1.401,-0.116,0.003,0.027,-0.188,-0.112,0.035,0.145,0.117,-2.695,-0.0,0.1,0.0
12.513,0.0,0.0,-0.15,1.488,-0.116,0.003,0.027,0.0,-0.115,0.032,0.134,0.103,-2.715,-0.0,0.1,0.0
12.541,0.0,0.0,-0.122,1.614,-0.116,0.003,0.027,0.0,-0.114,0.029,0.126,0.095,-2.696,-0.0,0.1,0.0
12.582,0.0,0.0,-0.107,1.682,-0.117,0.006,0.057,0.614,-0.117,0.027,0.123,0.085,-2.718,-0.0,0.1,0.0
12.647,0.0,0.0,-0.094,1.741,-0.117,0.006,0.057,0.0,-0.116,0.026,0.121,0.079,-2.7,-0.0,0.1,0.0
12.718,0.0,0.0,-0.088,1.766,-0.12,-0.0,-0.004,-1.238,-0.12,0.024,0.115,0.074,-2.7,-0.0,0.1,0.0
12.775,0.0,0.0,-0.072,1.839,-0.12,-0.001,-0.009,-0.09,-0.119,0.024,0.111,0.075,-2.687,-0.0,0.1,0.0
12.821,0.0,0.0,-0.068,1.857,-0.12,-0.001,-0.009,0.0,-0.119,0.024,0.108,0.075,-2.715,-0.0,0.1,0.0
12.882,0.0,0.0,-0.063,1.876,-0.118,0.001,0.014,0.451,-0.117,0.024,0.108,0.076,-2.701,-0.0,0.1,0.0
12.941,0.0,0.0,-0.067,1.862,-0.118,0.001,0.014,0.0,-0.118,0.024,0.108,0.076,-2.686,-0.0,0.1,0.0
12.977,0.0,0.0,-0.066,1.865,-0.119,0.002,0.018,0.091,-0.119,0.024,0.11,0.076,-2.695,-0.0,0.1,0.0
13.001,0.0,0.0,-0.067,1.86,-0.119,0.002,0.018,0.0,-0.118,0.025,0.113,0.078,-2.695,-0.0,0.1,0.0
13.074,0.0,0.0,-0.073,1.834,-0.118,0.0,-0.0,-0.362,-0.117,0.027,0.117,0.084,-2.679,-0.0,0.1,0.0
13.138,0.0,0.0,-0.085,1.78,-0.118,0.0,-0.0,0.0,-0.117,0.028,0.123,0.089,-2.679,-0.0,0.1,0.0
13.17,0.0,0.0,-0.097,1.728,-0.12,0.0,-0.0,0.0,-0.12,0.03,0.132,0.095,-2.658,-0.0,0.1,0.0
13.261,0.0,0.0,-0.109,1.673,-0.12,0.0,-0.0,0.0,-0.119,0.033,0.144,0.107,-2.662,-0.0,0.1,0.0
13.3,0.0,0.0,-0.134,1.561,-0.12,0.003,0.027,0.543,-0.119,0.036,0.158,0.115,-2.656,-0.0,0.1,0.0
13.365,0.0,0.0,-0.158,1.45,-0.12,0.003,0.027,0.0,-0.119,0.04,0.177,0.129,-2.652,-0.0,0.1,0.0
13.42,0.0,0.0,-0.194,1.29,-0.118,-0.001,-0.009,-0.723,-0.116,0.05,0.212,0.16,-2.666,-0.0,0.1,0.0
13.461,0.0,0.0,-0.265,0.971,-0.118,-0.001,-0.009,0.0,-0.116,0.062,0.265,0.203,-2.646,-0.0,0.1,0.0
13.494,0.0,0.0,-0.365,0.521,-0.117,-0.001,-0.009,0.0,-0.113,0.086,0.36,0.281,-2.661,-0.0,0.1,0.0
13.57,0.0,0.0,-0.55,0.363,-0.119,0.001,0.014,0.45,-0.115,0.13,0.549,0.427,-2.649,-0.0,0.1,0.0
13.653,0.0,0.0,-0.899,0.363,-0.119,0.001,0.014,0.0,-0.107,0.296,1.243,0.972,-2.656,-0.0,0.1,0.0
13.686,0.0,0.0,-2.209,0.363,-0.115,0.001,0.013,-0.001,-0.15,-0.976,-4.084,-3.213,-2.665,-0.0,0.1,0.0
13.722,0.0,0.0,7.829,0.363,-0.115,0.001,0.013,0.0,-0.122,-0.182,-0.757,-0.6,-2.652,-0.0,0.1,0.0
13.759,0.0,0.0,1.559,0.363,-0.121,0.002,0.023,0.184,-0.127,-0.1,-0.406,-0.331,-2.643,-0.0,0.1,0.0
13.805,0.0,0.0,0.911,0.363,-0.121,0.002,0.023,0.0,-0.123,-0.068,-0.277,-0.229,-2.657,-0.0,0.1,0.0
13.843,0.0,0.0,0.663,0.363,-0.121,0.002,0.023,0.0,-0.123,-0.052,-0.209,-0.177,-2.644,-0.0,0.1,0.0
13.893,0.0,0.0,0.537,0.363,-0.118,0.006,0.06,0.753,-0.119,-0.041,-0.16,-0.142,-2.657,-0.0,0.1,0.0
13.944,0.0,0.0,0.442,0.363,-0.118,0.006,0.06,0.0,-0.12,-0.034,-0.127,-0.121,-2.646,-0.0,0.1,0.0
14.0,0.0,0.0,0.386,0.425,-0.119,0.004,0.04,-0.404,-0.12,-0.03,-0.107,-0.108,-2.662,-0.0,0.1,0.0
14.123,0.0,0.0,0.35,0.588,-0.118,-0.0,-0.004,-0.893,-0.118,-0.027,-0.099,-0.096,-2.652,-0.0,0.1,0.0
14.168,0.0,0.0,0.329,0.682,-0.118,-0.0,-0.004,0.0,-0.119,-0.025,-0.093,-0.089,-2.65,-0.0,0.1,0.0
14.216,0.0,0.0,0.316,0.74,-0.12,-0.0,-0.004,0.0,-0.122,-0.024,-0.088,-0.084,-2.654,-0.0,0.1,0.0
14.247,0.0,0.0,0.311,0.764,-0.12,-0.0,-0.004,0.0,-0.121,-0.022,-0.085,-0.078,-2.643,-0.0,0.1,0.0
14.305,0.0,0.0,0.301,0.808,-0.118,0.004,0.035,0.8,-0.118,-0.021,-0.08,-0.075,-2.641,-0.0,0.1,0.0
14.339,0.0,0.0,0.288,0.866,-0.118,0.004,0.035,0.0,-0.119,-0.021,-0.077,-0.075,-2.628,-0.0,0.1,0.0
14.394,0.0,0.0,0.285,0.878,-0.118,0.008,0.084,0.968,-0.119,-0.021,-0.072,-0.079,-2.66,-0.0,0.1,0.0
14.454,0.0,0.0,0.283,0.891,-0.118,0.008,0.084,0.0,-0.119,-0.022,-0.07,-0.084,-2.668,-0.0,0.1,0.0
14.505,0.0,0.0,0.283,0.888,-0.119,0.003,0.031,-1.054,-0.12,-0.023,-0.072,-0.086,-2.689,-0.0,0.1,0.0
14.546,0.0,0.0,0.288,0.868,-0.119,0.003,0.031,0.0,-0.12,-0.023,-0.074,-0.087,-2.675,-0.0,0.1,0.0
14.582,0.0,0.0,0.291,0.853,-0.118,0.009,0.086,1.101,-0.119,-0.025,-0.078,-0.095,-2.704,-0.0,0.1,0.0
14.683,0.0,0.0,0.3,0.812,-0.119,0.0,0.004,-1.635,-0.12,-0.025,-0.084,-0.096,-2.671,-0.0,0.1,0.0
14.759,0.0,0.0,0.31,0.766,-0.119,0.0,0.004,0.0,-0.12,-0.026,-0.09,-0.097,-2.682,-0.0,0.1,0.0
14.82,0.0,0.0,0.319,0.726,-0.119,0.003,0.027,0.454,-0.12,-0.028,-0.1,-0.105,-2.679,-0.0,0.1,0.0
14.852,0.0,0.0,0.338,0.642,-0.119,0.003,0.027,0.0,-0.12,-0.031,-0.113,-0.114,-2.658,-0.0,0.1,0.0
14.894,0.0,0.0,0.362,0.535,-0.118,0.001,0.013,-0.275,-0.119,-0.035,-0.129,-0.124,-2.714,-0.0,0.1,0.0
15.0,0.0,0.0,0.39,0.41,-0.118,0.001,0.013,0.0,-0.12,-0.04,-0.153,-0.141,-2.702,-0.0,0.1,0.0
15.056,0.0,0.0,0.433,0.363,-0.116,0.007,0.073,1.188,-0.117,-0.051,-0.196,-0.179,-2.704,-0.0,0.1,0.0
15.081,0.0,0.0,0.515,0.363,-0.118,-0.0,-0.004,-1.547,-0.121,-0.064,-0.252,-0.221,-2.726,-0.0,0.1,0.0
15.117,0.0,0.0,0.622,0.363,-0.118,-0.0,-0.004,0.0,-0.121,-0.087,-0.353,-0.295,-2.714,-0.0,0.1,0.0
15.141,0.0,0.0,0.807,0.363,-0.118,-0.0,-0.004,0.0,-0.123,-0.146,-0.601,-0.488,-2.698,-0.0,0.1,0.0
15.198,0.0,0.0,1.274,0.363,-0.118,0.001,0.013,0.358,-0.137,-0.526,-2.192,-1.737,-2.729,-0.0,0.1,0.0
15.27,0.0,0.0,4.274,0.363,-0.118,0.001,0.013,0.0,-0.106,0.33,1.392,1.08,-2.704,-0.0,0.1,0.0
15.363,0.0,0.0,-2.485,0.363,-0.117,0.003,0.027,0.266,-0.112,0.129,0.549,0.417,-2.682,-0.0,0.1,0.0
15.407,0.0,0.0,-0.896,0.363,-0.115,0.005,0.053,0.523,-0.112,0.084,0.362,0.268,-2.721,-0.0,0.1,0.0
15.461,0.0,0.0,-0.545,0.363,-0.115,0.005,0.053,0.0,-0.113,0.063,0.281,0.199,-2.702,-0.0,0.1,0.0
15.483,0.0,0.0,-0.387,0.42,-0.119,0.004,0.036,-0.331,-0.118,0.051,0.232,0.157,-2.715,-0.0,0.1,0.0
15.563,0.0,0.0,-0.287,0.871,-0.119,0.004,0.036,0.0,-0.117,0.043,0.2,0.132,-2.693,-0.0,0.1,0.0
15.599,0.0,0.0,-0.23,1.128,-0.12,0.0,-0.0,-0.726,-0.12,0.037,0.173,0.113,-2.694,-0.0,0.1,0.0
15.669,0.0,0.0,-0.176,1.368,-0.12,0.0,-0.0,0.0,-0.119,0.033,0.153,0.101,-2.686,-0.0,0.1,0.0
15.73,0.0,0.0,-0.143,1.517,-0.119,0.004,0.04,0.797,-0.118,0.031,0.144,0.093,-2.693,-0.0,0.1,0.0
15.787,0.0,0.0,-0.126,1.596,-0.12,0.003,0.027,-0.254,-0.119,0.029,0.136,0.085,-2.691,-0.0,0.1,0.0
15.888,0.0,0.0,-0.108,1.677,-0.119,-0.0,-0.004,-0.633,-0.118,0.027,0.127,0.082,-2.697,-0.0,0.1,0.0
15.948,0.0,0.0,-0.096,1.731,-0.119,-0.0,-0.004,0.0,-0.119,0.026,0.12,0.08,-2.702,-0.0,0.1,0.0
15.97,0.0,0.0,-0.084,1.782,-0.119,0.011,0.109,2.26,-0.117,0.025,0.123,0.073,-2.724,-0.0,0.1,0.0
16.07,0.0,0.0,-0.085,1.779,-0.119,0.011,0.109,0.0,-0.118,0.024,0.126,0.065,-2.698,-0.0,0.1,0.0
16.166,0.0,0.0,-0.082,1.791,-0.117,-0.002,-0.018,-2.531,-0.115,0.025,0.123,0.071,-2.702,-0.0,0.1,0.0
16.214,0.0,0.0,-0.085,1.778,-0.119,0.011,0.109,2.551,-0.12,0.023,0.125,0.061,-2.7,-0.0,0.1,0.0
16.309,0.0,0.0,-0.077,1.817,-0.119,0.011,0.109,0.0,-0.118,0.023,0.128,0.057,-2.681,-0.0,0.1,0.0
16.352,0.0,0.0,-0.079,1.807,-0.116,-0.0,-0.004,-2.28,-0.114,0.025,0.129,0.067,-2.659,-0.0,0.1,0.0
16.389,0.0,0.0,-0.094,1.741,-0.118,0.003,0.027,0.624,-0.119,0.025,0.132,0.068,-2.708,-0.0,0.1,0.0
16.428,0.0,0.0,-0.092,1.747,-0.118,0.003,0.027,0.0,-0.117,0.027,0.137,0.076,-2.694,-0.0,0.1,0.0
16.495,0.0,0.0,-0.107,1.683,-0.118,0.003,0.032,0.1,-0.118,0.029,0.144,0.082,-2.698,-0.0,0.1,0.0
16.528,0.0,0.0,-0.119,1.626,-0.118,0.003,0.032,0.0,-0.117,0.031,0.154,0.09,-2.693,-0.0,0.1,0.0
16.55,0.0,0.0,-0.138,1.541,-0.118,0.003,0.032,0.0,-0.117,0.035,0.167,0.101,-2.695,-0.0,0.1,0.0
16.601,0.0,0.0,-0.163,1.428,-0.118,0.004,0.04,0.163,-0.116,0.039,0.185,0.115,-2.706,-0.0,0.1,0.0
16.671,0.0,0.0,-0.198,1.271,-0.116,0.003,0.031,-0.174,-0.114,0.046,0.212,0.138,-2.68,-0.0,0.1,0.0
16.692,0.0,0.0,-0.252,1.027,-0.116,0.003,0.031,0.0,-0.114,0.055,0.253,0.171,-2.689,-0.0,0.1,0.0
16.772,0.0,0.0,-0.329,0.684,-0.119,-0.001,-0.009,-0.804,-0.118,0.075,0.331,0.235,-2.676,-0.0,0.1,0.0
16.808,0.0,0.0,-0.474,0.363,-0.119,-0.001,-0.009,0.0,-0.115,0.115,0.497,0.371,-2.66,-0.0,0.1,0.0
16.862,0.0,0.0,-0.792,0.363,-0.119,-0.001,-0.009,0.0,-0.111,0.235,0.995,0.765,-2.655,-0.0,0.1,0.0
16.914,0.0,0.0,-1.732,0.363,-0.119,0.001,0.014,0.451,10.279,284.14,1189.475,934.684,-2.695,-0.0,0.1,0.0
16.945,0.0,0.0,-2242.821,0.363,-0.119,0.001,0.014,0.0,-0.128,-0.234,-0.97,-0.777,-2.697,-0.0,0.1,0.0
17.024,0.0,0.0,1.971,0.363,-0.117,0.001,0.013,-0.003,-0.121,-0.117,-0.483,-0.392,-2.697,-0.0,0.1,0.0
17.054,0.0,0.0,1.047,0.363,-0.117,0.001,0.013,0.0,-0.12,-0.079,-0.32,-0.264,-2.697,-0.0,0.1,0.0
17.089,0.0,0.0,0.742,0.363,-0.118,0.001,0.014,0.003,-0.121,-0.06,-0.24,-0.202,-2.709,-0.0,0.1,0.0
17.155,0.0,0.0,0.593,0.363,-0.118,0.001,0.014,0.0,-0.12,-0.048,-0.193,-0.164,-2.692,-0.0,0.1,0.0
17.298,0.0,0.0,0.503,0.363,-0.122,0.001,0.014,0.0,-0.125,-0.042,-0.162,-0.142,-2.676,-0.0,0.1,0.0
17.35,0.0,0.0,0.452,0.363,-0.122,0.001,0.014,0.0,-0.123,-0.036,-0.141,-0.124,-2.678,-0.0,0.1,0.0
17.378,0.0,0.0,0.41,0.363,-0.118,-0.0,-0.004,-0.361,-0.117,-0.032,-0.128,-0.109,-2.698,-0.0,0.1,0.0
17.438,0.0,0.0,0.376,0.472,-0.118,-0.0,-0.004,0.0,-0.119,-0.03,-0.119,-0.101,-2.675,-0.0,0.1,0.0
17.498,0.0,0.0,0.36,0.543,-0.12,0.001,0.014,0.361,-0.121,-0.028,-0.11,-0.096,-2.689,-0.0,0.1,0.0
17.553,0.0,0.0,0.347,0.6,-0.118,-0.0,-0.004,-0.361,-0.118,-0.026,-0.105,-0.088,-2.687,-0.0,0.1,0.0
17.59,0.0,0.0,0.332,0.669,-0.118,-0.0,-0.004,0.0,-0.119,-0.025,-0.102,-0.085,-2.696,-0.0,0.1,0.0
17.657,0.0,0.0,0.327,0.693,-0.118,-0.0,-0.004,0.0,-0.119,-0.024,-0.1,-0.082,-2.68,-0.0,0.1,0.0
17.71,0.0,0.0,0.321,0.719,-0.118,0.001,0.014,0.361,-0.118,-0.024,-0.098,-0.081,-2.702,-0.0,0.1,0.0
17.747,0.0,0.0,0.317,0.738,-0.118,0.001,0.014,0.0,-0.118,-0.024,-0.097,-0.081,-2.687,-0.0,0.1,0.0
17.853,0.0,0.0,0.317,0.738,-0.118,0.006,0.058,0.895,-0.119,-0.025,-0.096,-0.087,-2.668,-0.0,0.1,0.0
17.875,0.0,0.0,0.32,0.721,-0.121,0.002,0.018,-0.807,-0.123,-0.026,-0.099,-0.092,-2.706,-0.0,0.1,0.0
17.928,0.0,0.0,0.331,0.672,-0.121,0.002,0.018,0.0,-0.121,-0.027,-0.102,-0.094,-2.69,-0.0,0.1,0.0
17.957,0.0,0.0,0.336,0.652,-0.12,0.01,0.096,1.568,-0.122,-0.03,-0.109,-0.108,-2.705,-0.0,0.1,0.0
17.995,0.0,0.0,0.355,0.568,-0.12,0.01,0.096,0.0,-0.122,-0.034,-0.119,-0.124,-2.688,-0.0,0.1,0.0
18.088,0.0,0.0,0.378,0.46,-0.119,-0.0,-0.004,-2.017,-0.119,-0.035,-0.128,-0.125,-2.696,-0.0,0.1,0.0
18.127,0.0,0.0,0.389,0.413,-0.119,-0.0,-0.004,0.0,-0.12,-0.038,-0.142,-0.132,-2.677,-0.0,0.1,0.0
18.181,0.0,0.0,0.413,0.363,-0.119,-0.0,-0.004,0.0,-0.12,-0.041,-0.159,-0.142,-2.681,-0.0,0.1,0.0
18.24,0.0,0.0,0.442,0.363,-0.119,-0.0,-0.004,0.0,-0.12,-0.046,-0.183,-0.158,-2.673,-0.0,0.1,0.0
18.275,0.0,0.0,0.486,0.363,-0.117,0.004,0.045,0.983,-0.118,-0.057,-0.225,-0.193,-2.679,-0.0,0.1,0.0
18.314,0.0,0.0,0.565,0.363,-0.117,0.004,0.045,0.0,-0.12,-0.074,-0.294,-0.251,-2.67,-0.0,0.1,0.0
18.358,0.0,0.0,0.698,0.363,-0.117,0.004,0.045,0.0,-0.121,-0.104,-0.418,-0.35,-2.666,-0.0,0.1,0.0
18.413,0.0,0.0,0.932,0.363,-0.122,0.002,0.018,-0.536,-0.129,-0.169,-0.688,-0.565,-2.671,-0.0,0.1,0.0
18.484,0.0,0.0,1.451,0.363,-0.121,-0.001,-0.009,-0.537,-0.136,-0.427,-1.775,-1.413,-2.685,-0.0,0.1,0.0
18.577,0.0,0.0,3.494,0.363,-0.121,-0.001,-0.009,0.0,-0.097,0.675,2.837,2.214,-2.669,-0.0,0.1,0.0
18.64,0.0,0.0,-5.205,0.363,-0.117,-0.0,-0.004,0.09,-0.109,0.185,0.779,0.603,-2.675,-0.0,0.1,0.0
18.668,0.0,0.0,-1.335,0.363,-0.121,0.005,0.045,0.998,-0.119,0.111,0.479,0.359,-2.68,-0.0,0.1,0.0
18.698,0.0,0.0,-0.754,0.363,-0.121,0.005,0.045,0.0,-0.118,0.081,0.354,0.26,-2.673,-0.0,0.1,0.0
18.746,0.0,0.0,-0.522,0.363,-0.121,0.005,0.045,0.0,-0.119,0.065,0.288,0.205,-2.673,-0.0,0.1,0.0
18.828,0.0,0.0,-0.394,0.389,-0.118,0.003,0.027,-0.374,-0.115,0.055,0.243,0.172,-2.676,-0.0,0.1,0.0
18.915,0.0,0.0,-0.316,0.739,-0.119,-0.001,-0.009,-0.714,-0.118,0.047,0.208,0.146,-2.662,-0.0,0.1,0.0
18.954,0.0,0.0,-0.247,1.053,-0.119,-0.001,-0.009,0.0,-0.117,0.041,0.182,0.13,-2.682,-0.0,0.1,0.0
18.982,0.0,0.0,-0.203,1.249,-0.119,-0.001,-0.009,0.0,-0.118,0.037,0.164,0.118,-2.684,-0.0,0.1,0.0
19.068,0.0,0.0,-0.17,1.399,-0.118,0.0,0.004,0.27,-0.116,0.035,0.152,0.111,-2.694,-0.0,0.1,0.0
19.12,0.0,0.0,-0.151,1.484,-0.118,0.0,0.004,0.0,-0.117,0.033,0.143,0.104,-2.694,-0.0,0.1,0.0
19.159,0.0,0.0,-0.133,1.564,-0.118,0.0,0.004,0.0,-0.117,0.031,0.136,0.1,-2.697,-0.0,0.1,0.0
19.256,0.0,0.0,-0.122,1.615,-0.119,-0.0,-0.004,-0.18,-0.118,0.03,0.131,0.097,-2.671,-0.0,0.1,0.0
19.292,0.0,0.0,-0.11,1.667,-0.119,0.003,0.027,0.633,-0.118,0.029,0.129,0.093,-2.674,-0.0,0.1,0.0
19.382,0.0,0.0,-0.106,1.686,-0.119,0.004,0.036,0.172,-0.117,0.029,0.129,0.091,-2.667,-0.0,0.1,0.0
19.409,0.0,0.0,-0.105,1.69,-0.119,0.004,0.036,0.0,-0.118,0.029,0.13,0.088,-2.654,-0.0,0.1,0.0
19.453,0.0,0.0,-0.104,1.693,-0.119,0.004,0.036,0.0,-0.118,0.029,0.132,0.088,-2.654,-0.0,0.1,0.0
19.555,0.0,0.0,-0.106,1.684,-0.116,0.008,0.084,0.968,-0.114,0.029,0.136,0.085,-2.678,-0.0,0.1,0.0
19.644,0.0,0.0,-0.114,1.65,-0.117,-0.0,-0.004,-1.773,-0.116,0.03,0.139,0.09,-2.675,-0.0,0.1,0.0
19.685,0.0,0.0,-0.12,1.623,-0.119,0.002,0.018,0.451,-0.118,0.031,0.145,0.094,-2.681,-0.0,0.1,0.0
19.717,0.0,0.0,-0.127,1.589,-0.119,0.002,0.018,0.0,-0.117,0.033,0.153,0.102,-2.67,-0.0,0.1,0.0
19.765,0.0,0.0,-0.145,1.512,-0.117,0.003,0.031,0.262,-0.115,0.036,0.164,0.111,-2.689,-0.0,0.1,0.0
19.806,0.0,0.0,-0.168,1.406,-0.117,0.003,0.031,0.0,-0.116,0.039,0.178,0.12,-2.672,-0.0,0.1,0.0
19.886,0.0,0.0,-0.192,1.298,-0.117,0.003,0.031,0.0,-0.115,0.044,0.197,0.135,-2.67,-0.0,0.1,0.0
19.962,0.0,0.0,-0.229,1.134,-0.117,0.003,0.031,0.0,-0.115,0.05,0.225,0.156,-2.654,-0.0,0.1,0.0
20.003,0.0,0.0,-0.28,0.904,-0.116,0.003,0.027,-0.09,-0.114,0.06,0.267,0.19,-2.687,-0.0,0.1,0.0
20.083,0.0,0.0,-0.362,0.535,-0.116,0.003,0.027,0.0,-0.114,0.077,0.337,0.244,-2.692,-0.0,0.1,0.0
